draw,chain,district,total_pop,plan_dev,comp_edge,comp_polsby,nv_ldp,nv_komei,nv_ruling,nv_cdp,nv_opp_coalition_4,nv_opp_coalition_5,nv_opp_all,ldp_share,komei_share,ruling_share,ldp_v_komei,ldp_v_cdp,ruling_v_cdp,ruling_v_opp_coalition_4,ruling_v_opp_coalition_5,ruling_v_opp_all,seats_ldp_v_cdp,seats_ruling_v_cdp,seats_ruling_v_opp_coalition_4,seats_ruling_v_opp_coalition_5,seats_ruling_v_opp_all,egap_ldp_v_cdp,egap_ruling_v_cdp,egap_ruling_v_opp_coalition_4,egap_ruling_v_opp_coalition_5,egap_ruling_v_opp_all,pbias_ldp_v_cdp,pbias_ruling_v_cdp,pbias_ruling_v_opp_coalition_4,pbias_ruling_v_opp_coalition_5,pbias_ruling_v_opp_all,mun_split,gun_split,koiki_split,max_to_min
13399,2,4,252572,0.3275,0.8810,0.20124, 52453,17791, 70244,19003,33310,41333, 52275,0.4063,0.1378,0.5442,0.7467,0.7341,0.7871,0.6783,0.6296,0.5733,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,0,1.762
13400,2,1,415927,0.3275,0.8810,0.19787, 65279,18521, 83800,28982,47116,62510, 79663,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,0,1.762
13400,2,2,444959,0.3275,0.8810,0.04645, 81247,24159,105405,32213,53112,70858, 87485,0.4007,0.1192,0.5199,0.7708,0.7161,0.7659,0.6650,0.5980,0.5465,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,0,1.762
13400,2,3,388744,0.3275,0.8810,0.20698, 88099,26943,115042,33579,54803,70056, 88826,0.4119,0.1260,0.5379,0.7658,0.7241,0.7741,0.6774,0.6215,0.5643,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,0,1.762
13400,2,4,252572,0.3275,0.8810,0.20124, 52453,17791, 70244,19003,33310,41333, 52275,0.4063,0.1378,0.5442,0.7467,0.7341,0.7871,0.6783,0.6296,0.5733,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,0,1.762
13437,2,1,498720,0.3280,0.8214,0.08202,105018,33269,138287,39808,68045,85884,106998,0.4075,0.1291,0.5366,0.7594,0.7252,0.7765,0.6702,0.6169,0.5638,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,1,1.955
13437,2,2,282187,0.3280,0.8214,0.06264, 47520,14076, 61596,19880,31802,43202, 53624,0.3916,0.1160,0.5076,0.7715,0.7051,0.7560,0.6595,0.5878,0.5346,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,1,1.955
13437,2,3,466233,0.3280,0.8214,0.11495, 82086,22798,104884,34820,56585,74655, 94460,0.3903,0.1084,0.4987,0.7827,0.7022,0.7508,0.6496,0.5842,0.5261,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,1,1.955
13437,2,4,255062,0.3280,0.8214,0.34800, 52454,17271, 69725,19269,31909,41015, 53166,0.4059,0.1336,0.5395,0.7523,0.7314,0.7835,0.6861,0.6296,0.5674,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,1,1.955
13442,2,1,388744,0.1797,0.8452,0.20698, 88099,26943,115042,33579,54803,70056, 88826,0.4119,0.1260,0.5379,0.7658,0.7241,0.7741,0.6774,0.6215,0.5643,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,0,1.428
13442,2,2,439904,0.1797,0.8452,0.12032, 69571,20001, 89572,30634,49749,67001, 85131,0.3767,0.1083,0.4850,0.7767,0.6943,0.7452,0.6429,0.5721,0.5127,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,0,1.428
13442,2,3,365487,0.1797,0.8452,0.11078, 75984,24898,100883,27314,47819,60310, 75438,0.4097,0.1342,0.5439,0.7532,0.7356,0.7870,0.6784,0.6259,0.5722,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,0,1.428
13442,2,4,308067,0.1797,0.8452,0.06053, 53423,15572, 68995,22249,35970,47389, 58854,0.3969,0.1157,0.5126,0.7743,0.7060,0.7562,0.6573,0.5928,0.5397,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,0,1.428
13443,2,1,364696,0.3295,0.8631,0.32360, 81193,24700,105893,29443,48198,62543, 79585,0.4170,0.1269,0.5438,0.7668,0.7339,0.7825,0.6872,0.6287,0.5709,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.977
13443,2,2,499303,0.3295,0.8631,0.14779, 84117,23916,108032,37455,60541,79405,100526,0.3821,0.1086,0.4907,0.7786,0.6919,0.7426,0.6409,0.5764,0.5180,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.977
13443,2,3,385631,0.3295,0.8631,0.04706, 69315,21006, 90321,27877,46292,61475, 75863,0.3968,0.1203,0.5171,0.7675,0.7132,0.7642,0.6612,0.5950,0.5435,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.977
13443,2,4,252572,0.3295,0.8631,0.20124, 52453,17791, 70244,19003,33310,41333, 52275,0.4063,0.1378,0.5442,0.7467,0.7341,0.7871,0.6783,0.6296,0.5733,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.977
13451,2,1,492927,0.3125,0.8274,0.13916, 83721,23171,106892,35950,58438,77399, 98098,0.3867,0.1070,0.4937,0.7832,0.6996,0.7483,0.6465,0.5800,0.5215,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.581
13451,2,2,311744,0.3125,0.8274,0.28414, 69657,22293, 91950,26611,43481,55166, 70391,0.4090,0.1309,0.5399,0.7576,0.7236,0.7756,0.6790,0.6250,0.5664,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.581
13451,2,3,365487,0.3125,0.8274,0.11078, 75984,24898,100883,27314,47819,60310, 75438,0.4097,0.1342,0.5439,0.7532,0.7356,0.7870,0.6784,0.6259,0.5722,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.581
13451,2,4,332044,0.3125,0.8274,0.05545, 57715,17052, 74767,23902,38602,51880, 64322,0.3943,0.1165,0.5108,0.7720,0.7072,0.7578,0.6595,0.5904,0.5376,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.581
13463,2,1,282187,0.2486,0.8512,0.06264, 47520,14076, 61596,19880,31802,43202, 53624,0.3916,0.1160,0.5076,0.7715,0.7051,0.7560,0.6595,0.5878,0.5346,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.627
13463,2,2,455580,0.2486,0.8512,0.30960, 71502,20287, 91789,31745,51608,68469, 87258,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.627
13463,2,3,305368,0.2486,0.8512,0.35963, 69261,21548, 90809,25107,41378,53161, 67963,0.4156,0.1293,0.5449,0.7628,0.7340,0.7834,0.6870,0.6308,0.5720,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.627
13463,2,4,459067,0.2486,0.8512,0.09431, 98794,31503,130298,37045,63553,79924, 99403,0.4095,0.1306,0.5401,0.7582,0.7273,0.7786,0.6722,0.6198,0.5673,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.627
13482,2,1,319534,0.2239,0.8571,0.07028, 59739,16960, 76699,24085,38632,52132, 64464,0.4025,0.1143,0.5168,0.7789,0.7127,0.7610,0.6650,0.5954,0.5433,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,1,1.494
13482,2,2,307674,0.2239,0.8571,0.29379, 63266,20430, 83695,23665,39040,50190, 64718,0.4054,0.1309,0.5364,0.7560,0.7278,0.7796,0.6819,0.6251,0.5639,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,1,1.494
13482,2,3,415344,0.2239,0.8571,0.08327, 86180,27874,114054,31336,54620,68989, 86135,0.4094,0.1324,0.5419,0.7556,0.7334,0.7845,0.6762,0.6231,0.5697,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,1,1.494
13482,2,4,459650,0.2239,0.8571,0.13235, 77893,22150,100043,34692,56049,73446, 92931,0.3825,0.1088,0.4912,0.7786,0.6919,0.7425,0.6409,0.5767,0.5184,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,1,1.494
13490,2,1,271653,0.3275,0.8393,0.20051, 58516,19044, 77559,22307,36645,46080, 58892,0.4084,0.1329,0.5413,0.7545,0.7240,0.7767,0.6791,0.6273,0.5684,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403,-0.25, 0.00,-0.25, 0.00,-0.25,0,0,0,1.961
13490,2,2,482712,0.3275,0.8393,0.11972, 78055,22143,100199,34416,55805,74340, 94800,0.3787,0.1074,0.4862,0.7790,0.6940,0.7443,0.6423,0.5741,0.5138,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403,-0.25, 0.00,-0.25, 0.00,-0.25,0,0,0,1.961
13490,2,3,495265,0.3275,0.8393,0.04993, 98054,28435,126489,38051,62581,83003,102282,0.4083,0.1184,0.5267,0.7752,0.7205,0.7688,0.6690,0.6038,0.5529,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403,-0.25, 0.00,-0.25, 0.00,-0.25,0,0,0,1.961
13490,2,4,252572,0.3275,0.8393,0.20124, 52453,17791, 70244,19003,33310,41333, 52275,0.4063,0.1378,0.5442,0.7467,0.7341,0.7871,0.6783,0.6296,0.5733,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403,-0.25, 0.00,-0.25, 0.00,-0.25,0,0,0,1.961
13525,2,1,415344,0.3295,0.8571,0.08327, 86180,27874,114054,31336,54620,68989, 86135,0.4094,0.1324,0.5419,0.7556,0.7334,0.7845,0.6762,0.6231,0.5697,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.769
13525,2,2,305368,0.3295,0.8571,0.35963, 69261,21548, 90809,25107,41378,53161, 67963,0.4156,0.1293,0.5449,0.7628,0.7340,0.7834,0.6870,0.6308,0.5720,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.769
13525,2,3,282187,0.3295,0.8571,0.06264, 47520,14076, 61596,19880,31802,43202, 53624,0.3916,0.1160,0.5076,0.7715,0.7051,0.7560,0.6595,0.5878,0.5346,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.769
13525,2,4,499303,0.3295,0.8571,0.14779, 84117,23916,108032,37455,60541,79405,100526,0.3821,0.1086,0.4907,0.7786,0.6919,0.7426,0.6409,0.5764,0.5180,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.769
13534,2,1,338141,0.3149,0.8095,0.21957, 78007,24545,102552,30642,49293,61749, 77757,0.4125,0.1298,0.5424,0.7607,0.7180,0.7700,0.6754,0.6242,0.5688,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.545
13534,2,2,493804,0.3149,0.8095,0.16978, 78069,22179,100249,34272,55547,73959, 94800,0.3786,0.1076,0.4862,0.7788,0.6949,0.7452,0.6435,0.5755,0.5140,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.545
13534,2,3,350723,0.3149,0.8095,0.08147, 71263,23729, 94991,24777,44869,56916, 71226,0.4075,0.1357,0.5431,0.7502,0.7420,0.7931,0.6792,0.6253,0.5715,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.545
13534,2,4,319534,0.3149,0.8095,0.07028, 59739,16960, 76699,24085,38632,52132, 64464,0.4025,0.1143,0.5168,0.7789,0.7127,0.7610,0.6650,0.5954,0.5433,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.545
13535,2,1,479557,0.2769,0.8274,0.17323, 75794,21767, 97561,33397,54241,72961, 92726,0.3768,0.1082,0.4850,0.7769,0.6941,0.7450,0.6427,0.5721,0.5127,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,0,1.639
13535,2,2,408419,0.2769,0.8274,0.23785, 93808,28329,122137,35153,57130,73479, 92853,0.4161,0.1257,0.5417,0.7681,0.7274,0.7765,0.6813,0.6244,0.5681,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,0,1.639
13535,2,3,321685,0.2769,0.8274,0.12996, 66856,22141, 88997,24090,42191,52949, 66452,0.4087,0.1353,0.5440,0.7512,0.7351,0.7870,0.6784,0.6270,0.5725,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,0,1.639
13535,2,4,292541,0.2769,0.8274,0.05346, 50620,15176, 65796,21137,34779,45368, 56218,0.3943,0.1182,0.5125,0.7694,0.7055,0.7569,0.6542,0.5919,0.5393,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,0,1.639
13536,2,1,252572,0.3275,0.8571,0.20124, 52453,17791, 70244,19003,33310,41333, 52275,0.4063,0.1378,0.5442,0.7467,0.7341,0.7871,0.6783,0.6296,0.5733,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403,-0.25, 0.00,-0.25, 0.00, 0.00,0,0,0,1.910
13536,2,2,455580,0.3275,0.8571,0.30960, 71502,20287, 91789,31745,51608,68469, 87258,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403,-0.25, 0.00,-0.25, 0.00, 0.00,0,0,0,1.910
13536,2,3,311744,0.3275,0.8571,0.28414, 69657,22293, 91950,26611,43481,55166, 70391,0.4090,0.1309,0.5399,0.7576,0.7236,0.7756,0.6790,0.6250,0.5664,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403,-0.25, 0.00,-0.25, 0.00, 0.00,0,0,0,1.910
13536,2,4,482306,0.3275,0.8571,0.04847, 93466,27043,120508,36418,59942,79788, 98325,0.4067,0.1177,0.5243,0.7756,0.7196,0.7680,0.6678,0.6017,0.5507,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403,-0.25, 0.00,-0.25, 0.00, 0.00,0,0,0,1.910
13542,2,1,415344,0.3295,0.8571,0.08327, 86180,27874,114054,31336,54620,68989, 86135,0.4094,0.1324,0.5419,0.7556,0.7334,0.7845,0.6762,0.6231,0.5697,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.769
13542,2,2,305368,0.3295,0.8571,0.35963, 69261,21548, 90809,25107,41378,53161, 67963,0.4156,0.1293,0.5449,0.7628,0.7340,0.7834,0.6870,0.6308,0.5720,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.769
13542,2,3,282187,0.3295,0.8571,0.06264, 47520,14076, 61596,19880,31802,43202, 53624,0.3916,0.1160,0.5076,0.7715,0.7051,0.7560,0.6595,0.5878,0.5346,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.769
13542,2,4,499303,0.3295,0.8571,0.14779, 84117,23916,108032,37455,60541,79405,100526,0.3821,0.1086,0.4907,0.7786,0.6919,0.7426,0.6409,0.5764,0.5180,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.769
13566,2,1,255062,0.3295,0.8214,0.34800, 52454,17271, 69725,19269,31909,41015, 53166,0.4059,0.1336,0.5395,0.7523,0.7314,0.7835,0.6861,0.6296,0.5674,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.958
13566,2,2,499303,0.3295,0.8214,0.14779, 84117,23916,108032,37455,60541,79405,100526,0.3821,0.1086,0.4907,0.7786,0.6919,0.7426,0.6409,0.5764,0.5180,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.958
13566,2,3,446971,0.3295,0.8214,0.05952, 89440,25474,114913,36298,57822,76098, 94028,0.4077,0.1161,0.5239,0.7784,0.7113,0.7600,0.6653,0.6016,0.5500,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.958
13566,2,4,300866,0.3295,0.8214,0.13799, 61067,20753, 81820,20755,38068,48238, 60529,0.4074,0.1385,0.5459,0.7464,0.7464,0.7977,0.6825,0.6291,0.5748,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.958
13568,2,1,332044,0.3295,0.8452,0.05545, 57715,17052, 74767,23902,38602,51880, 64322,0.3943,0.1165,0.5108,0.7720,0.7072,0.7578,0.6595,0.5904,0.5376,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.635
13568,2,2,305368,0.3295,0.8452,0.35963, 69261,21548, 90809,25107,41378,53161, 67963,0.4156,0.1293,0.5449,0.7628,0.7340,0.7834,0.6870,0.6308,0.5720,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.635
13568,2,3,365487,0.3295,0.8452,0.11078, 75984,24898,100883,27314,47819,60310, 75438,0.4097,0.1342,0.5439,0.7532,0.7356,0.7870,0.6784,0.6259,0.5722,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.635
13568,2,4,499303,0.3295,0.8452,0.14779, 84117,23916,108032,37455,60541,79405,100526,0.3821,0.1086,0.4907,0.7786,0.6919,0.7426,0.6409,0.5764,0.5180,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.635
13570,2,1,332044,0.3295,0.8452,0.05545, 57715,17052, 74767,23902,38602,51880, 64322,0.3943,0.1165,0.5108,0.7720,0.7072,0.7578,0.6595,0.5904,0.5376,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.635
13570,2,2,305368,0.3295,0.8452,0.35963, 69261,21548, 90809,25107,41378,53161, 67963,0.4156,0.1293,0.5449,0.7628,0.7340,0.7834,0.6870,0.6308,0.5720,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.635
13570,2,3,365487,0.3295,0.8452,0.11078, 75984,24898,100883,27314,47819,60310, 75438,0.4097,0.1342,0.5439,0.7532,0.7356,0.7870,0.6784,0.6259,0.5722,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.635
13570,2,4,499303,0.3295,0.8452,0.14779, 84117,23916,108032,37455,60541,79405,100526,0.3821,0.1086,0.4907,0.7786,0.6919,0.7426,0.6409,0.5764,0.5180,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.635
13582,2,1,349091,0.2486,0.8571,0.25629, 81876,25177,107053,30816,50311,64096, 81231,0.4148,0.1276,0.5424,0.7649,0.7266,0.7765,0.6803,0.6255,0.5686,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.614
13582,2,2,455580,0.2486,0.8571,0.30960, 71502,20287, 91789,31745,51608,68469, 87258,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.614
13582,2,3,415344,0.2486,0.8571,0.08327, 86180,27874,114054,31336,54620,68989, 86135,0.4094,0.1324,0.5419,0.7556,0.7334,0.7845,0.6762,0.6231,0.5697,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.614
13582,2,4,282187,0.2486,0.8571,0.06264, 47520,14076, 61596,19880,31802,43202, 53624,0.3916,0.1160,0.5076,0.7715,0.7051,0.7560,0.6595,0.5878,0.5346,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.614
13594,2,1,455580,0.2131,0.8333,0.30960, 71502,20287, 91789,31745,51608,68469, 87258,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.514
13594,2,2,300866,0.2131,0.8333,0.13799, 61067,20753, 81820,20755,38068,48238, 60529,0.4074,0.1385,0.5459,0.7464,0.7464,0.7977,0.6825,0.6291,0.5748,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.514
13594,2,3,413712,0.2131,0.8333,0.25477, 96793,29322,126115,37375,60062,76169, 96140,0.4155,0.1259,0.5413,0.7675,0.7215,0.7714,0.6774,0.6235,0.5674,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.514
13594,2,4,332044,0.2131,0.8333,0.05545, 57715,17052, 74767,23902,38602,51880, 64322,0.3943,0.1165,0.5108,0.7720,0.7072,0.7578,0.6595,0.5904,0.5376,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.514
13603,2,1,499303,0.3295,0.8571,0.14779, 84117,23916,108032,37455,60541,79405,100526,0.3821,0.1086,0.4907,0.7786,0.6919,0.7426,0.6409,0.5764,0.5180,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.769
13603,2,2,305368,0.3295,0.8571,0.35963, 69261,21548, 90809,25107,41378,53161, 67963,0.4156,0.1293,0.5449,0.7628,0.7340,0.7834,0.6870,0.6308,0.5720,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.769
13603,2,3,415344,0.3295,0.8571,0.08327, 86180,27874,114054,31336,54620,68989, 86135,0.4094,0.1324,0.5419,0.7556,0.7334,0.7845,0.6762,0.6231,0.5697,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.769
13603,2,4,282187,0.3295,0.8571,0.06264, 47520,14076, 61596,19880,31802,43202, 53624,0.3916,0.1160,0.5076,0.7715,0.7051,0.7560,0.6595,0.5878,0.5346,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.769
13605,2,1,415927,0.2895,0.8631,0.19787, 65279,18521, 83800,28982,47116,62510, 79663,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,2,0,1,1.614
13605,2,2,430698,0.2895,0.8631,0.07567, 89281,28583,117864,32632,56666,71725, 89552,0.4094,0.1311,0.5404,0.7575,0.7324,0.7832,0.6753,0.6217,0.5683,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,2,0,1,1.614
13605,2,3,388744,0.2895,0.8631,0.20698, 88099,26943,115042,33579,54803,70056, 88826,0.4119,0.1260,0.5379,0.7658,0.7241,0.7741,0.6774,0.6215,0.5643,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,2,0,1,1.614
13605,2,4,266833,0.2895,0.8631,0.06210, 44419,13367, 57786,18583,29756,40466, 50208,0.3906,0.1175,0.5081,0.7687,0.7050,0.7567,0.6601,0.5881,0.5351,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,2,0,1,1.614
