draw,chain,district,total_pop,plan_dev,comp_edge,comp_polsby,nv_ldp,nv_komei,nv_ruling,nv_cdp,nv_opp_coalition_4,nv_opp_coalition_5,nv_opp_all,ldp_share,komei_share,ruling_share,ldp_v_komei,ldp_v_cdp,ruling_v_cdp,ruling_v_opp_coalition_4,ruling_v_opp_coalition_5,ruling_v_opp_all,seats_ldp_v_cdp,seats_ruling_v_cdp,seats_ruling_v_opp_coalition_4,seats_ruling_v_opp_coalition_5,seats_ruling_v_opp_all,egap_ldp_v_cdp,egap_ruling_v_cdp,egap_ruling_v_opp_coalition_4,egap_ruling_v_opp_coalition_5,egap_ruling_v_opp_all,pbias_ldp_v_cdp,pbias_ruling_v_cdp,pbias_ruling_v_opp_coalition_4,pbias_ruling_v_opp_coalition_5,pbias_ruling_v_opp_all,mun_split,gun_split,koiki_split,max_to_min
13166,2,4,444959,0.3275,0.8631,0.04645, 81247,24159,105405,32213,53112,70858, 87485,0.4007,0.1192,0.5199,0.7708,0.7161,0.7659,0.6650,0.5980,0.5465,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.804
13174,2,1,455580,0.2486,0.8571,0.30960, 71502,20287, 91789,31745,51608,68469, 87258,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.614
13174,2,2,415344,0.2486,0.8571,0.08327, 86180,27874,114054,31336,54620,68989, 86135,0.4094,0.1324,0.5419,0.7556,0.7334,0.7845,0.6762,0.6231,0.5697,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.614
13174,2,3,349091,0.2486,0.8571,0.25629, 81876,25177,107053,30816,50311,64096, 81231,0.4148,0.1276,0.5424,0.7649,0.7266,0.7765,0.6803,0.6255,0.5686,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.614
13174,2,4,282187,0.2486,0.8571,0.06264, 47520,14076, 61596,19880,31802,43202, 53624,0.3916,0.1160,0.5076,0.7715,0.7051,0.7560,0.6595,0.5878,0.5346,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.614
13175,2,1,455580,0.2486,0.8571,0.30960, 71502,20287, 91789,31745,51608,68469, 87258,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.614
13175,2,2,415344,0.2486,0.8571,0.08327, 86180,27874,114054,31336,54620,68989, 86135,0.4094,0.1324,0.5419,0.7556,0.7334,0.7845,0.6762,0.6231,0.5697,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.614
13175,2,3,349091,0.2486,0.8571,0.25629, 81876,25177,107053,30816,50311,64096, 81231,0.4148,0.1276,0.5424,0.7649,0.7266,0.7765,0.6803,0.6255,0.5686,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.614
13175,2,4,282187,0.2486,0.8571,0.06264, 47520,14076, 61596,19880,31802,43202, 53624,0.3916,0.1160,0.5076,0.7715,0.7051,0.7560,0.6595,0.5878,0.5346,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.614
13177,2,1,455580,0.2131,0.8571,0.30960, 71502,20287, 91789,31745,51608,68469, 87258,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.538
13177,2,2,305368,0.2131,0.8571,0.35963, 69261,21548, 90809,25107,41378,53161, 67963,0.4156,0.1293,0.5449,0.7628,0.7340,0.7834,0.6870,0.6308,0.5720,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.538
13177,2,3,444959,0.2131,0.8571,0.04645, 81247,24159,105405,32213,53112,70858, 87485,0.4007,0.1192,0.5199,0.7708,0.7161,0.7659,0.6650,0.5980,0.5465,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.538
13177,2,4,296295,0.2131,0.8571,0.18748, 65067,21421, 86488,24712,42243,52269, 65542,0.4071,0.1340,0.5411,0.7523,0.7247,0.7778,0.6719,0.6233,0.5689,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.538
13182,2,1,267144,0.3149,0.8333,0.25205, 62694,19655, 82350,22579,37439,47671, 60421,0.4184,0.1312,0.5496,0.7614,0.7353,0.7849,0.6875,0.6334,0.5768,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.848
13182,2,2,296295,0.3149,0.8333,0.18748, 65067,21421, 86488,24712,42243,52269, 65542,0.4071,0.1340,0.5411,0.7523,0.7247,0.7778,0.6719,0.6233,0.5689,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.848
13182,2,3,444959,0.3149,0.8333,0.04645, 81247,24159,105405,32213,53112,70858, 87485,0.4007,0.1192,0.5199,0.7708,0.7161,0.7659,0.6650,0.5980,0.5465,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.848
13182,2,4,493804,0.3149,0.8333,0.16978, 78069,22179,100249,34272,55547,73959, 94800,0.3786,0.1076,0.4862,0.7788,0.6949,0.7452,0.6435,0.5755,0.5140,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.848
13184,2,1,415927,0.2895,0.8631,0.19787, 65279,18521, 83800,28982,47116,62510, 79663,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,2,0,1,1.614
13184,2,2,430698,0.2895,0.8631,0.07567, 89281,28583,117864,32632,56666,71725, 89552,0.4094,0.1311,0.5404,0.7575,0.7324,0.7832,0.6753,0.6217,0.5683,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,2,0,1,1.614
13184,2,3,388744,0.2895,0.8631,0.20698, 88099,26943,115042,33579,54803,70056, 88826,0.4119,0.1260,0.5379,0.7658,0.7241,0.7741,0.6774,0.6215,0.5643,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,2,0,1,1.614
13184,2,4,266833,0.2895,0.8631,0.06210, 44419,13367, 57786,18583,29756,40466, 50208,0.3906,0.1175,0.5081,0.7687,0.7050,0.7567,0.6601,0.5881,0.5351,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,2,0,1,1.614
13192,2,1,388744,0.1075,0.8571,0.20698, 88099,26943,115042,33579,54803,70056, 88826,0.4119,0.1260,0.5379,0.7658,0.7241,0.7741,0.6774,0.6215,0.5643,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,2,0,0,1.204
13192,2,2,415927,0.1075,0.8571,0.19787, 65279,18521, 83800,28982,47116,62510, 79663,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,2,0,0,1.204
13192,2,3,352019,0.1075,0.8571,0.10040, 73178,24051, 97228,26322,46089,58047, 72675,0.4094,0.1346,0.5440,0.7526,0.7355,0.7870,0.6784,0.6262,0.5723,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,2,0,0,1.204
13192,2,4,345512,0.1075,0.8571,0.04753, 60522,17900, 78421,24893,40333,54144, 67084,0.3953,0.1169,0.5123,0.7718,0.7086,0.7591,0.6604,0.5916,0.5390,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,2,0,0,1.204
13206,2,1,415927,0.2486,0.8750,0.19787, 65279,18521, 83800,28982,47116,62510, 79663,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,1,1.474
13206,2,2,415344,0.2486,0.8750,0.08327, 86180,27874,114054,31336,54620,68989, 86135,0.4094,0.1324,0.5419,0.7556,0.7334,0.7845,0.6762,0.6231,0.5697,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,1,1.474
13206,2,3,388744,0.2486,0.8750,0.20698, 88099,26943,115042,33579,54803,70056, 88826,0.4119,0.1260,0.5379,0.7658,0.7241,0.7741,0.6774,0.6215,0.5643,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,1,1.474
13206,2,4,282187,0.2486,0.8750,0.06264, 47520,14076, 61596,19880,31802,43202, 53624,0.3916,0.1160,0.5076,0.7715,0.7051,0.7560,0.6595,0.5878,0.5346,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,1,1.474
13210,2,1,455580,0.2131,0.8452,0.30960, 71502,20287, 91789,31745,51608,68469, 87258,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.372
13210,2,2,349091,0.2131,0.8452,0.25629, 81876,25177,107053,30816,50311,64096, 81231,0.4148,0.1276,0.5424,0.7649,0.7266,0.7765,0.6803,0.6255,0.5686,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.372
13210,2,3,365487,0.2131,0.8452,0.11078, 75984,24898,100883,27314,47819,60310, 75438,0.4097,0.1342,0.5439,0.7532,0.7356,0.7870,0.6784,0.6259,0.5722,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.372
13210,2,4,332044,0.2131,0.8452,0.05545, 57715,17052, 74767,23902,38602,51880, 64322,0.3943,0.1165,0.5108,0.7720,0.7072,0.7578,0.6595,0.5904,0.5376,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.372
13215,2,1,376365,0.3125,0.8155,0.28216, 84574,26438,111012,33170,53232,67239, 85300,0.4108,0.1284,0.5392,0.7619,0.7183,0.7700,0.6759,0.6228,0.5655,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.638
13215,2,2,300866,0.3125,0.8155,0.13799, 61067,20753, 81820,20755,38068,48238, 60529,0.4074,0.1385,0.5459,0.7464,0.7464,0.7977,0.6825,0.6291,0.5748,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.638
13215,2,3,332044,0.3125,0.8155,0.05545, 57715,17052, 74767,23902,38602,51880, 64322,0.3943,0.1165,0.5108,0.7720,0.7072,0.7578,0.6595,0.5904,0.5376,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.638
13215,2,4,492927,0.3125,0.8155,0.13916, 83721,23171,106892,35950,58438,77399, 98098,0.3867,0.1070,0.4937,0.7832,0.6996,0.7483,0.6465,0.5800,0.5215,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.638
13225,2,1,455580,0.2793,0.8333,0.30960, 71502,20287, 91789,31745,51608,68469, 87258,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00,-0.25, 0.00, 0.00,0,0,1,1.715
13225,2,2,270664,0.2793,0.8333,0.10191, 49870,14703, 64573,19958,32119,43423, 53590,0.4015,0.1184,0.5199,0.7723,0.7142,0.7639,0.6678,0.5979,0.5465,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00,-0.25, 0.00, 0.00,0,0,1,1.715
13225,2,3,311744,0.2793,0.8333,0.28414, 69657,22293, 91950,26611,43481,55166, 70391,0.4090,0.1309,0.5399,0.7576,0.7236,0.7756,0.6790,0.6250,0.5664,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00,-0.25, 0.00, 0.00,0,0,1,1.715
13225,2,4,464214,0.2793,0.8333,0.06464, 96049,30131,126180,35463,61132,77697, 97010,0.4092,0.1284,0.5376,0.7612,0.7304,0.7806,0.6736,0.6189,0.5654,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00,-0.25, 0.00, 0.00,0,0,1,1.715
13235,2,1,407427,0.2486,0.8214,0.23713, 89449,27821,117270,35334,56751,71907, 91249,0.4088,0.1272,0.5360,0.7628,0.7169,0.7685,0.6739,0.6199,0.5624,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,1,1.637
13235,2,2,350723,0.2486,0.8214,0.08147, 71263,23729, 94991,24777,44869,56916, 71226,0.4075,0.1357,0.5431,0.7502,0.7420,0.7931,0.6792,0.6253,0.5715,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,1,1.637
13235,2,3,461865,0.2486,0.8214,0.10804, 78846,21788,100634,33786,54919,72731, 92149,0.3873,0.1070,0.4943,0.7835,0.7000,0.7487,0.6469,0.5805,0.5220,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,1,1.637
13235,2,4,282187,0.2486,0.8214,0.06264, 47520,14076, 61596,19880,31802,43202, 53624,0.3916,0.1160,0.5076,0.7715,0.7051,0.7560,0.6595,0.5878,0.5346,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,1,1.637
13243,2,1,320335,0.1902,0.8571,0.24616, 71005,22675, 93680,27210,44454,56457, 72036,0.4084,0.1304,0.5388,0.7580,0.7230,0.7749,0.6782,0.6240,0.5653,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00,-0.25, 0.00, 0.00,1,0,1,1.399
13243,2,2,319534,0.1902,0.8571,0.07028, 59739,16960, 76699,24085,38632,52132, 64464,0.4025,0.1143,0.5168,0.7789,0.7127,0.7610,0.6650,0.5954,0.5433,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00,-0.25, 0.00, 0.00,1,0,1,1.399
13243,2,3,415344,0.1902,0.8571,0.08327, 86180,27874,114054,31336,54620,68989, 86135,0.4094,0.1324,0.5419,0.7556,0.7334,0.7845,0.6762,0.6231,0.5697,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00,-0.25, 0.00, 0.00,1,0,1,1.399
13243,2,4,446989,0.1902,0.8571,0.25996, 70154,19904, 90058,31146,50635,67178, 85612,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00,-0.25, 0.00, 0.00,1,0,1,1.399
13245,2,1,349091,0.2769,0.8274,0.25629, 81876,25177,107053,30816,50311,64096, 81231,0.4148,0.1276,0.5424,0.7649,0.7266,0.7765,0.6803,0.6255,0.5686,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.557
13245,2,2,479557,0.2769,0.8274,0.17323, 75794,21767, 97561,33397,54241,72961, 92726,0.3768,0.1082,0.4850,0.7769,0.6941,0.7450,0.6427,0.5721,0.5127,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.557
13245,2,3,365487,0.2769,0.8274,0.11078, 75984,24898,100883,27314,47819,60310, 75438,0.4097,0.1342,0.5439,0.7532,0.7356,0.7870,0.6784,0.6259,0.5722,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.557
13245,2,4,308067,0.2769,0.8274,0.06053, 53423,15572, 68995,22249,35970,47389, 58854,0.3969,0.1157,0.5126,0.7743,0.7060,0.7562,0.6573,0.5928,0.5397,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.557
13253,2,1,305368,0.3295,0.8452,0.35963, 69261,21548, 90809,25107,41378,53161, 67963,0.4156,0.1293,0.5449,0.7628,0.7340,0.7834,0.6870,0.6308,0.5720,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.635
13253,2,2,499303,0.3295,0.8452,0.14779, 84117,23916,108032,37455,60541,79405,100526,0.3821,0.1086,0.4907,0.7786,0.6919,0.7426,0.6409,0.5764,0.5180,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.635
13253,2,3,365487,0.3295,0.8452,0.11078, 75984,24898,100883,27314,47819,60310, 75438,0.4097,0.1342,0.5439,0.7532,0.7356,0.7870,0.6784,0.6259,0.5722,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.635
13253,2,4,332044,0.3295,0.8452,0.05545, 57715,17052, 74767,23902,38602,51880, 64322,0.3943,0.1165,0.5108,0.7720,0.7072,0.7578,0.6595,0.5904,0.5376,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.635
13259,2,1,305368,0.3295,0.8452,0.35963, 69261,21548, 90809,25107,41378,53161, 67963,0.4156,0.1293,0.5449,0.7628,0.7340,0.7834,0.6870,0.6308,0.5720,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.635
13259,2,2,332044,0.3295,0.8452,0.05545, 57715,17052, 74767,23902,38602,51880, 64322,0.3943,0.1165,0.5108,0.7720,0.7072,0.7578,0.6595,0.5904,0.5376,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.635
13259,2,3,365487,0.3295,0.8452,0.11078, 75984,24898,100883,27314,47819,60310, 75438,0.4097,0.1342,0.5439,0.7532,0.7356,0.7870,0.6784,0.6259,0.5722,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.635
13259,2,4,499303,0.3295,0.8452,0.14779, 84117,23916,108032,37455,60541,79405,100526,0.3821,0.1086,0.4907,0.7786,0.6919,0.7426,0.6409,0.5764,0.5180,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.635
13279,2,1,382350,0.3208,0.8274,0.06384, 74522,21329, 95851,29740,48071,64026, 79119,0.4055,0.1161,0.5216,0.7775,0.7148,0.7632,0.6660,0.5995,0.5478,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.786
13279,2,2,255062,0.3208,0.8274,0.34800, 52454,17271, 69725,19269,31909,41015, 53166,0.4059,0.1336,0.5395,0.7523,0.7314,0.7835,0.6861,0.6296,0.5674,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.786
13279,2,3,409210,0.3208,0.8274,0.11815, 88599,28527,117126,33023,56752,71246, 88706,0.4098,0.1319,0.5417,0.7565,0.7285,0.7801,0.6736,0.6218,0.5690,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.786
13279,2,4,455580,0.3208,0.8274,0.30960, 71502,20287, 91789,31745,51608,68469, 87258,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.786
13299,2,1,332044,0.3149,0.8155,0.05545, 57715,17052, 74767,23902,38602,51880, 64322,0.3943,0.1165,0.5108,0.7720,0.7072,0.7578,0.6595,0.5904,0.5376,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.848
13299,2,2,267144,0.3149,0.8155,0.25205, 62694,19655, 82350,22579,37439,47671, 60421,0.4184,0.1312,0.5496,0.7614,0.7353,0.7849,0.6875,0.6334,0.5768,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.848
13299,2,3,409210,0.3149,0.8155,0.11815, 88599,28527,117126,33023,56752,71246, 88706,0.4098,0.1319,0.5417,0.7565,0.7285,0.7801,0.6736,0.6218,0.5690,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.848
13299,2,4,493804,0.3149,0.8155,0.16978, 78069,22179,100249,34272,55547,73959, 94800,0.3786,0.1076,0.4862,0.7788,0.6949,0.7452,0.6435,0.5755,0.5140,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,0,1.848
13312,2,1,252572,0.3275,0.8631,0.20124, 52453,17791, 70244,19003,33310,41333, 52275,0.4063,0.1378,0.5442,0.7467,0.7341,0.7871,0.6783,0.6296,0.5733,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,0,1.795
13312,2,2,351397,0.3275,0.8631,0.22460, 75880,24059, 99939,29374,47973,61126, 77985,0.4062,0.1288,0.5351,0.7593,0.7210,0.7729,0.6757,0.6205,0.5617,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,0,1.795
13312,2,3,444959,0.3275,0.8631,0.04645, 81247,24159,105405,32213,53112,70858, 87485,0.4007,0.1192,0.5199,0.7708,0.7161,0.7659,0.6650,0.5980,0.5465,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,0,1.795
13312,2,4,453274,0.3275,0.8631,0.11218, 77498,21405, 98903,33187,53946,71440, 90503,0.3875,0.1070,0.4945,0.7836,0.7002,0.7488,0.6471,0.5806,0.5222,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,0,1.795
13325,2,1,310867,0.3149,0.8333,0.20080, 75309,23285, 98593,28289,46372,58607, 73689,0.4170,0.1289,0.5460,0.7639,0.7270,0.7771,0.6801,0.6272,0.5723,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.750
13325,2,2,415344,0.3149,0.8333,0.08327, 86180,27874,114054,31336,54620,68989, 86135,0.4094,0.1324,0.5419,0.7556,0.7334,0.7845,0.6762,0.6231,0.5697,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.750
13325,2,3,282187,0.3149,0.8333,0.06264, 47520,14076, 61596,19880,31802,43202, 53624,0.3916,0.1160,0.5076,0.7715,0.7051,0.7560,0.6595,0.5878,0.5346,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.750
13325,2,4,493804,0.3149,0.8333,0.16978, 78069,22179,100249,34272,55547,73959, 94800,0.3786,0.1076,0.4862,0.7788,0.6949,0.7452,0.6435,0.5755,0.5140,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,0,0,1,1.750
13354,2,1,345021,0.2239,0.8393,0.26526, 75485,23314, 98799,27870,45870,59120, 75558,0.4122,0.1273,0.5395,0.7641,0.7304,0.7800,0.6830,0.6256,0.5667,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,0,1.528
13354,2,2,459650,0.2239,0.8393,0.13235, 77893,22150,100043,34692,56049,73446, 92931,0.3825,0.1088,0.4912,0.7786,0.6919,0.7425,0.6409,0.5767,0.5184,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,0,1.528
13354,2,3,396665,0.2239,0.8393,0.05994, 72632,21197, 93829,30460,48354,63953, 79231,0.3992,0.1165,0.5157,0.7741,0.7045,0.7549,0.6599,0.5947,0.5422,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,0,1.528
13354,2,4,300866,0.2239,0.8393,0.13799, 61067,20753, 81820,20755,38068,48238, 60529,0.4074,0.1385,0.5459,0.7464,0.7464,0.7977,0.6825,0.6291,0.5748,4,4,4,4,4,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.00, 0.00, 0.00, 0.00, 0.00,1,0,0,1.528
